epochs,accuracy,auc,loss,pr_auc,precision,recall,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision,val_recall
155,1.0,1.0,2.035044558629433e-29,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
156,1.0,1.0,5.59257823486504e-26,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
157,1.0,1.0,2.113120286865895e-23,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
158,1.0,1.0,1.9764622424771782e-33,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
159,1.0,1.0,3.8727143998800936e-29,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
160,1.0,1.0,1.1974919648416505e-21,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7069231271743774,0.9259259104728699,0.9259259104728699,1.0
161,1.0,1.0,3.793078589935106e-14,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706923007965088,0.9259259104728699,0.9259259104728699,1.0
162,1.0,1.0,2.4305778240039256e-26,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706923007965088,0.9259259104728699,0.9259259104728699,1.0
163,1.0,1.0,1.5893308804443285e-12,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
164,1.0,1.0,4.2409162264681595e-27,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
165,1.0,1.0,1.1153484012534248e-28,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
166,1.0,1.0,3.378349088643954e-25,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
167,1.0,1.0,1.431714202555766e-29,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
168,1.0,1.0,2.346859773335316e-19,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
169,1.0,1.0,1.616079860311333e-31,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
170,1.0,1.0,6.294510489375706e-25,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
171,1.0,1.0,4.978121888526575e-23,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
172,1.0,1.0,6.741626283238806e-16,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
173,1.0,1.0,8.135212004269272e-16,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
174,1.0,1.0,3.998047892725784e-32,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
175,1.0,1.0,4.113012856540936e-33,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
176,1.0,1.0,9.394160587647249e-32,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
177,1.0,1.0,5.1062590266076485e-21,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
178,1.0,1.0,1.8781047404330705e-29,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
179,1.0,1.0,1.068776269861801e-22,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
180,1.0,1.0,4.5267156036853625e-32,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706907033920288,0.9259259104728699,0.9259259104728699,1.0
181,1.0,1.0,6.248530881082515e-13,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7068886756896973,0.9259259104728699,0.9259259104728699,1.0
182,1.0,1.0,3.30091179911469e-31,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7068885564804077,0.9259259104728699,0.9259259104728699,1.0
183,1.0,1.0,3.466763237467687e-32,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7068886756896973,0.9259259104728699,0.9259259104728699,1.0
184,1.0,1.0,4.802007402826547e-11,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.706527829170227,0.9259259104728699,0.9259259104728699,1.0
185,1.0,1.0,9.560216930170479e-14,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
186,1.0,1.0,3.3183768126967213e-28,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
187,1.0,1.0,3.628411339585127e-26,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
188,1.0,1.0,1.0947161448707977e-26,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
189,1.0,1.0,2.817651493050947e-20,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
190,1.0,1.0,7.193304702058552e-33,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.705551028251648,0.9259259104728699,0.9259259104728699,1.0
191,1.0,1.0,5.380187252522172e-23,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
192,1.0,1.0,5.826226130438059e-17,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
193,1.0,1.0,4.6123262671575856e-29,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7055511474609375,0.9259259104728699,0.9259259104728699,1.0
194,1.0,1.0,1.440798782365027e-11,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7049630880355835,0.9259259104728699,0.9259259104728699,1.0
195,1.0,1.0,1.87492994648246e-32,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7049630880355835,0.9259259104728699,0.9259259104728699,1.0
196,1.0,1.0,9.09678628372538e-30,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.704962968826294,0.9259259104728699,0.9259259104728699,1.0
197,1.0,1.0,8.093288270879116e-20,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.704962968826294,0.9259259104728699,0.9259259104728699,1.0
198,1.0,1.0,3.7731792558569846e-30,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.704962968826294,0.9259259104728699,0.9259259104728699,1.0
199,1.0,1.0,3.990424341662961e-31,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.704962968826294,0.9259259104728699,0.9259259104728699,1.0
